account_id,account_name,match_source,ntee_code,fru_sector,fru_subsector
ABGEHXPA,Pieta,unclassified,,,
AXWUSFHV,Quenched,id,P20: Human Service Organizations,Human Services,Human Services - General
AXHFQPRL,Holocaust Museum LA,id,A50: Museums,Arts & Culture,Arts & Culture - General
AWPWSKYL,Israel Summit,unclassified,,,
AJPSJPHZ,LiveBeyond,id,M20: Disaster Preparedness and Relief Service,Human Services,Human Services - Public Safety
AEEDTEKL,Caruso Family Charities,id,T90,,
AQXNXHTT,Pacific Union College,id,B42: Undergraduate College (4-year),Education,Higher Education
ATQLYRNG,Mifal Klita - Colel Chabad,unclassified,,,
ABLRXLFL,CHANGED Movement,id,X00: Religion: General,Religion,Religion - General
ABNHRSDF,Humanity & Inclusion,unclassified,,,
ACJUXNHK,Adult & Teen Challenge British Columbia,unclassified,,,
ACDVRSNL,King's Schools,unclassified,,,
AFRREGQQ,Casa Hogar Alegría,unclassified,,,
APTDNWGH,StrongMinds,id,F32: Community Mental Health Center,Healthcare,"Healthcare - Mental Health, Abuse"
AUDNJRJA,Challenge Ministries U.S.,unclassified,,,
AYNLYLFJ,Lewa USA,unclassified,,,
AGZXGCTX,La Fondation Canado-Palestinienne du Québec,unclassified,,,
AHZGFMPV,Generation Rising,id,X00: Religion: General,Religion,Religion - General
AZCEQSXB,Save The Elephants UK,unclassified,,,
ATTGYNGN,Coalition on Homelessness,id,P85: Homeless Persons Centers and Services,Human Services,"Human Services - Housing, Shelter"
ASMVXNCV,Blue Skies Ministries Inc.,unclassified,,,
ALQBFWJJ,Judi's House,id,F60: Counseling Support Groups,Healthcare,"Healthcare - Mental Health, Abuse"
AVHMXDJX,Chill Foundation,id,"O50: Youth Development Programs, Other",Human Services,Human Services - Sports & Youth Development
ARBHSLJJ,El Faro,unclassified,,,
AWVWZWTX,Vancouver International Film Festival,unclassified,,,
ASXZBSZW,ICC UK,unclassified,,,
AUPYHXSP,The Noor Project,unclassified,,,
AFVWQVMP,Campaign for Tobacco-Free Kids,id,F520,,
AZSMUSDB,YWCA Toronto,id,"W: Public, Society Benefit - Multipurpose and Other",Public and Society Benefit,Public & Society Benefit - General
AMYHKBYX,Bethlehem University Foundation,id,X00: Religion: General,Religion,Religion - General
ASPJYWNP,Land Trust Alliance,id,C033,Environment,Environment - General
AETVGYGF,UK: Help The Persecuted,unclassified,,,
ADRUXVPU,Ceres Inc,id,,Environment,Environment - General
AZAHVQUF,Grey Bull Rescue,id,"M23: Search and Rescue Squads, Services",Human Services,Human Services - Public Safety
AKUPBVAC,Terrence Higgins Trust,id,G81: AIDS,Healthcare,Healthcare - General
AHUHYWRP,Revive Israel,id,,Religion,Religion - Christian
ASWUHLDT,CEDARS Home for Children Foundation,id,P110,Human Services,"Human Services - Housing, Shelter"
ATJMUFUY,Texas Gulf Coast Refuge for Women,unclassified,,,
ACVZCUCJ,VOA Utah,unclassified,,,
ABBVMCZV,Charlize Theron Africa Outreach Project,id,,International Affairs,International Affairs - General
AUKZQSFX,Lonely Orphans,unclassified,,,
AVBMLRLP,Feeding America's Hungry Children,id,"K30: Food Service, Free Food Distribution Programs",Food & Nutrition,Food Banks
AYGJPEYW,Boys & Girls Clubs of Metropolitan Baltimore,id,"O20: Youth Centers, Boys and Girls Clubs",Human Services,Human Services - Sports & Youth Development
ARWJXGSK,Thrive for Good,id,"K00: Food, Agriculture, and Nutrition: General",Food & Nutrition,Food - General
ASDNTHVN,Meals on Wheels Yolo County,id,"K30: Food Service, Free Food Distribution Programs",Food & Nutrition,Food Banks
ALZLRVGN,One ATTA Time,id,Q33: International Relief,International Affairs,International Affairs - General
AMLDPMST,Goddard Riverside,id,N31: Community Recreational Centers,Human Services,Human Services - Sports & Youth Development
AQNJPZQD,Partnership to End Addiction,id,"F20: Alcohol, Drug, and Substance Abuse, Dependency Prevention and Treatment",Healthcare,"Healthcare - Mental Health, Abuse"
AECUZZQW,Sozo Children,unclassified,,,
AKUNQWFP,1% for the Planet,id,C12: Environment Fund Raising and Fund Distribution,Environment,Environment - General
ANYKKTDQ,Ada Jenkins Center,unclassified,,,
AFZNCMFW,Indus Health Network UK,unclassified,,,
AGHTJJXE,Street Soccer USA,id,"N64: Soccer Clubs, Leagues",Human Services,Human Services - Sports & Youth Development
AZRDGLHY,Democracy 3.0,id,,Public and Society Benefit,Public & Society Benefit - General
AVDCKZXH,IFAW AU,unclassified,,,
AMNDBRVR,"Paws Humane, Inc.",id,D112,Animal Welfare,Animal Welfare - General
AXLFGJES,Classroom Champions,id,B92,Education,Education - General
APCQSSNA,Micro Mozilla Foundation,unclassified,,,
AREHYPVL,The Mare and Foal Sanctuary,id,D00: Animal related,Animal Welfare,Animal Welfare - General
AZKJLQCM,Jewish Community of Rostov inc.,id,X30: Jewish,Religion,Religion - Jewish
AYMEPMPG,Guidance College,id,B43,Education,Higher Education
AQTYXPBD,Red Mountain Grace,id,E86: Patient Services,Healthcare,Healthcare - General
ADLYKKVV,Ronald McDonald House Charities of Charleston,id,E86: Patient Services,Healthcare,Healthcare - General
AKBWFMYP,New York Legal Assistance Group,id,I80: Legal Services,Public and Society Benefit,"Public & Society Benefit - Crime, Legal"
ASERNFYG,Discovery House,id,P43: Family Violence Shelters and Services,Human Services,Human Services - General
ALGQQMFG,PawtCake Refuge,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AJVPVFRG,MAG (Mines Advisory Group),unclassified,,,
AUAKSHXY,Paws for Hope Animal Foundation,unclassified,,,
ALJSUMEE,Friends of Agape,id,X20: Christian,Religion,Religion - Christian
AYWZUDYZ,Elephant Aid International,id,D31: Protection of Endangered Species,Animal Welfare,Animal Welfare - General
AHRCCLJB,Crowell & Moring Foundation,id,T22,Public and Society Benefit,Public & Society Benefit - General
ALHHRRQD,Boys & Girls Clubs of Greater Scottsdale,id,"O20: Youth Centers, Boys and Girls Clubs",Human Services,Human Services - Sports & Youth Development
ATCUJKDH,Special Pals,id,D200,Animal Welfare,Animal Welfare - General
AECYHXWU,Covenant Pines Ministries,unclassified,,,
ARUMCCTP,Excellencies of Christ Ministries,id,X20: Christian,Religion,Religion - Christian
APLMEDPE,National Health Law Program,id,I80: Legal Services,Public and Society Benefit,"Public & Society Benefit - Crime, Legal"
AHEESHPV,IFAW DE,unclassified,,,
AWGLUVCN,IFES,unclassified,,,
AUTMVMEX,Ignatius Press,id,X00: Religion: General,Religion,Religion - General
AFDWDTUX,People's Fund of Maui,unclassified,,,
AMYRGHEE,CAIR-Philadelphia,id,R60: Civil Liberties Advocacy,Human Services,"Human Services - Civil Rights, Social Justice"
AZVXDBZU,Beyond Borders,id,"Q20: International Exchanges, Cultural Understanding",International Affairs,International Affairs - General
AEUGMNTN,American Thoracic Society,id,G90: Medical Disciplines,Healthcare,Healthcare - General
ACMDXDPK,The Canons Regular of St. John Cantius,id,X20: Christian,Religion,Religion - Christian
ALTPPEGG,Alzheimer Society of Toronto,unclassified,,,
AKMECXRC,Out On Screen,unclassified,,,
AAYHHXWY,Lighthouse Farm Sanctuary,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AUCJDCGR,Mercer Street Friends,unclassified,,,
AZQTPDFZ,Biblical Counseling Hub,id,X20,Religion,Religion - Christian
VMZETRCF,Save the Children,id,A01,,
AFCQFWBM,Species Unite,unclassified,,,
ADCNVFUW,WhyHunger,id,"K01: Food, Agriculture and Nutrition Alliances and Advocacy",Food & Nutrition,Food - General
APWSQNZV,Friends of the Charles Darwin Foundation for the Galapagos Islands,id,C30,,
AZVDDZLC,Walden Family Services,id,P32: Foster Care,Human Services,Human Services - General
ACMEEMSV,Camp Marannook,id,N20: Recreational and Sporting Camps,Human Services,Human Services - Sports & Youth Development
AFXJEFQV,ECHO Family Care Partners,unclassified,,,
AZTHUUEL,"Good Plus Foundation, Inc.",id,P60,,
AFUQXZBX,Our Big Kitchen Los Angeles,id,K40,,
AVHCNBHB,Minds Matter NYC,unclassified,,,
AKSBJBSC,Lawyers for Good Government Inc.,id,Z99: Unknown,,
AMNHTKVP,China Partnership,id,X20: Christian,Religion,Religion - Christian
ABPXBKUV,Oxfam Aotearoa,id,,International Affairs,International Affairs - General
ADBNECZV,Elizabeth Dole Foundation,id,"W30: Military, Veterans Organizations",Public and Society Benefit,Public & Society Benefit - General
ACTZXKNA,Institute for the Study of War,id,Q40: International Peace and Security,International Affairs,International Affairs - General
APJGYCQB,Kessler Foundation,id,E50: Rehabilitative Medical Services,Healthcare,Healthcare - General
AJDDGPPW,Project 2 Heal,id,D60: Other Services-Specialty Animals,Animal Welfare,Animal Welfare - General
AGCKYVDS,AU: Help The Persecuted,unclassified,,,
AYWFHBBZ,The Partnership To End Homelessness,id,P85: Homeless Persons Centers and Services,Human Services,"Human Services - Housing, Shelter"
AFHZNNBS,The WARM Place,id,F60: Counseling Support Groups,Healthcare,"Healthcare - Mental Health, Abuse"
ASLPLWVE,Vietnam Veterans Memorial Fund,id,"W30: Military, Veterans Organizations",Public and Society Benefit,Public & Society Benefit - General
AMBVZMMW,Los Angeles County Animal Care Foundation,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AJWEYHZM,Barrio Logan College Institute,id,B94,Education,Education - General
ARCQFUBE,CRISTA,unclassified,,,
ACQYHVQR,Central Refuge for Women,unclassified,,,
AJRCEFZT,Alzheimer Society of Alberta and Northwest Territories,id,G83: Alzheimers Disease,Healthcare,Healthcare - General
AVUTLTVB,Edmarc,id,E92: Home Health Care,Healthcare,Healthcare - General
ALRKJVSK,The Restoration House,id,P40: Family Services,Human Services,Human Services - General
AQMLYYRY,Irish Annual Fund,unclassified,,,
AKLZPDJN,Maahad Tahfiz Mumtazatut Taqwa,unclassified,,,
APGZAWHR,The Episcopal Church,id,X20: Christian,Religion,Religion - Christian
ARPLQLCK,Sea Shepherd Switzerland,unclassified,,,
ATTQMVEH,Raincoast Conservation Foundation,id,C30: Natural Resources Conservation and Protection,Environment,Environment - General
ANWBXHTV,Hope Rises International,unclassified,,,
ATVFPDYV,There is More Ministries,id,,Religion,Religion - Christian
ARSKBBSN,Ronald McDonald House Charities of Idaho,id,E860,,
AFDJZFWD,Stonewall Equality,unclassified,,,
AARNDHTM,ACN - Österreich,unclassified,,,
ABNBTWEA,United Spinal Association,id,"G50: Nerve, Muscle, and Bone Diseases",Healthcare,Healthcare - General
ARDCRCRT,Heartwood Haven,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
ADCGPEKJ,Asia Wild,id,"D30: Wildlife Preservation, Protection",Animal Welfare,Animal Welfare - General
AEWVQSUG,Fruchtalarm,unclassified,,,
AJYFWWYC,Family & Children's Services,id,P40Z,Human Services,Human Services - General
AVRMSYSA,Single Homeless Project,unclassified,,,
ATQMPSQR,Alzheimer's Research Australia,unclassified,,,
AHRQNWEU,Société de l'arthrite du Canada,unclassified,,,
AWMLDUAD,Keren Hayeled,unclassified,,,
AMMMHKJK,Laboratory to Combat Human Trafficking,id,"J40: Labor unions, organizations",Public and Society Benefit,"Public & Society Benefit - Employment, Job"
AZPRMMBN,Saint Photios Orthodox Theological Seminary,unclassified,,,
AKJYHHYN,Long Beach Post,id,"B20: Elementary, Secondary Education",Education,K-12 Education
AJGDLXVC,International Development Enterprises,id,Q023,,
AFWWLKGS,Every Shelter,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
ATLKSMBF,Humanity for Relief & Development,id,Q33: International Relief,International Affairs,International Affairs - General
ARCUKAFF,World Concern Canada,unclassified,,,
APXHLTJL,1A Najam Institute Main - PSM,unclassified,,,
ABXFXMBW,"Camp Young Judaea, Inc.",id,N20Z,,
AEFCEADM,Global Teen Challenge,id,"F20: Alcohol, Drug, and Substance Abuse, Dependency Prevention and Treatment",Healthcare,"Healthcare - Mental Health, Abuse"
AMDNQRRT,American Institute for Cancer Research,id,H30: Cancer Research,Healthcare,Healthcare - General
ACCHQDTW,WOLF Sanctuary,id,D31: Protection of Endangered Species,Animal Welfare,Animal Welfare - General
AFKSLLHU,Kids Kottage Foundation,unclassified,,,
AFZMNBEX,Fulbright Association,id,"Q20: International Exchanges, Cultural Understanding",International Affairs,International Affairs - General
AYBMMMHA,IFAW CA,unclassified,,,
ADSJTYNE,JRS UK,unclassified,,,
AHRKEBCE,Hounds in Pounds,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AVRDLCGB,Partnership for After School Education,id,B02: Education Management and Technical Assistance,Education,Education - General
ADCMZWKY,Focus on Tanzanian Communities,id,Q33: International Relief,International Affairs,International Affairs - General
AAYKXSYX,Day of the Devs,unclassified,,,
ACGYVKBG,Known,unclassified,,,
ALRZKGAK,Many Mansions,id,L21: Public Housing Facilities,Human Services,"Human Services - Housing, Shelter"
ARVLETES,Hozana,unclassified,,,
AYLYAEFG,Cristo Rey Philadelphia High School,id,B25,,
ADKYNBAK,CAIR Sacramento Valley/Central California,unclassified,,,
ALAWCHAS,Mansour Shouman,id,B40: Higher Education Institutions,Education,Higher Education
AMUQMPFP,Akhuwat,unclassified,,,
AGVCEDKR,Kentucky Refuge for Women,unclassified,,,
AFPEGGYN,Feel The Magic,unclassified,,,
ACWPKBNK,Sunshine Gospel Ministries,id,,Religion,Religion - Christian
ASFGFGGR,Hawai'i Symphony Orchestra,id,,Arts & Culture,Arts & Culture - General
AFBPBHXH,Mark Schonwetter Holocaust Education Foundation Inc,id,B12: Education Fund Raising and Fund Distribution,Education,Education - General
ALVTCPBB,Signal Cleveland,id,"R20: Civil Rights, Advocacy for Specific Groups",Human Services,"Human Services - Civil Rights, Social Justice"
AFDYALQC,Nations Outreach,id,X20,Religion,Religion - Christian
AUTSLNLA,Chesterfield Food bank Outreach Center,id,"K31: Food Banks, Food Pantries",Food & Nutrition,Food Banks
ARVLNWTS,Calvin Theological Seminary,id,B42: Undergraduate College (4-year),Education,Higher Education
ASBFVLXB,Love Columbia,id,P20: Human Service Organizations,Human Services,Human Services - General
ARDVCKWD,openPetition gGmbH,unclassified,,,
AZFDDUQH,Trident United Way,id,"T00: Philanthropy, Voluntarism, and Grantmaking Foundations: General",Public and Society Benefit,Public & Society Benefit - General
ARZDZLPU,Song for Charlie,id,"F20: Alcohol, Drug, and Substance Abuse, Dependency Prevention and Treatment",Healthcare,"Healthcare - Mental Health, Abuse"
ARXMHPCK,Mercy Medical Angels,id,"E62: Ambulance, Emergency Medical Transport Services",Healthcare,Healthcare - General
AQNJMEGP,讚美之泉[美國US部門],id,O50,,
AUHHNKDM,Ronald McDonald House Charities Ireland,unclassified,,,
AKVNJQZX,Equality Utah Foundation,id,,Human Services,"Human Services - Civil Rights, Social Justice"
ANCLJKUY,Haitian Community Help & Support Center,id,P50: Personal Social Services,Human Services,Human Services - General
ADBRPUYS,Age Well,id,P81: Senior Centers and Services,Human Services,"Human Services - Housing, Shelter"
ATHQTDEY,Asociatia de Protectie a Animalelor “Milioane de Prieteni” // The Millions of Friends Animal,unclassified,,,
ALDRHZQU,Jennifer LeClaire Ministries,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
AYNHFWNV,The Wuerffel Foundation,id,S02,Public and Society Benefit,Public & Society Benefit - General
ARMXNBPS,Angel Reach,id,P32: Foster Care,Human Services,Human Services - General
AGEVKVMV,The Cornucopia Institute,id,"K00: Food, Agriculture, and Nutrition: General",Food & Nutrition,Food - General
AUWHKXGE,Make A Wish Ireland,unclassified,,,
AHNWLHKG,3Bird,unclassified,,,
ARRBRFRE,Charity Right Australia,unclassified,,,
ACMEGMPT,Weatherford Foundation,id,M20,,
ATPKQHYZ,Piedmont Park Conservancy,id,N32: Parks and Playgrounds,Human Services,Human Services - Sports & Youth Development
AJGTSXBV,Inactive - PEMH RFW,unclassified,,,
AEQPNWLB,Guardian.org Foundation,id,A01,,
AGMJUDXX,Sadagaat-Canada,id,E20: Hospitals and Primary Medical Care Facilities,Healthcare,Healthcare - Hospitals
ADCTPAZH,Students Rising Above,unclassified,,,
ANEDGCHM,Friends of Birdlife International,id,D30,,
AEFDKQJK,ZERO TO THREE,unclassified,,,
AXREAEDN,The Brotherhood of St. Christoph,unclassified,,,
APPNPYNN,Beyond Pregnancy Care,id,P40: Family Services,Human Services,Human Services - General
AZFSERLY,Stay Here,id,F60: Counseling Support Groups,Healthcare,"Healthcare - Mental Health, Abuse"
AMBCFCGP,Donate Attention,unclassified,,,
AKKZPSTB,World Link Ministries,id,X99,,
AWKXJXJT,Western Watersheds Project,id,"C32: Water Resource, Wetlands Conservation and Management",Environment,Environment - General
AFDXPMRW,Laura's House,id,P12,,
ATHEUQJD,The Other Ones Foundation,id,P85,Human Services,"Human Services - Housing, Shelter"
AZXCSDDL,Civil Air Patrol,id,"W30: Military, Veterans Organizations",Public and Society Benefit,Public & Society Benefit - General
AUQCYPTV,VOA Mid-States,id,P20: Human Service Organizations,Human Services,Human Services - General
AFVYLCST,21st Century Leaders,id,"B28: Special Education Institutions, Programs",Education,K-12 Education
ARHVWWCT,Pedacito de Cielo,unclassified,,,
ARAXZKGH,Seva Food Bank,id,"K31: Food Banks, Food Pantries",Food & Nutrition,Food Banks
APNMKDSY,International China Concern Hong Kong Limited,unclassified,,,
ABXAAQYB,"Amego, Inc.",id,P82: Developmentally Disabled Centers and Services,Human Services,"Human Services - Housing, Shelter"
AYQFXSJZ,Newcastle Dog & Cat Shelter,id,D00: Animal related,Animal Welfare,Animal Welfare - General
ABHGHTVG,Progeria Research Foundation,id,H90: Medical Specialty Research,Healthcare,Healthcare - General
AYVYHAQP,Casey House,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AYZSKHEG,A Window Between Worlds,id,A51: Art Museums,Arts & Culture,Arts & Culture - General
AZKVJEHR,Embrace Texas,id,P32: Foster Care,Human Services,Human Services - General
ACHLCHJS,Our House,id,P33: Child Day Care,Human Services,Human Services - General
AHXVYYYX,Daily Table,id,,Food & Nutrition,Food Banks
AHLHCHSM,Tiferet Yeshua,unclassified,,,
ADUCWTRC,Boise Bible College,id,B42: Undergraduate College (4-year),Education,Higher Education
AFUDSQNW,The Arc Jacksonville,id,P82: Developmentally Disabled Centers and Services,Human Services,"Human Services - Housing, Shelter"
AZQJHCBG,Neighborhood Hope,id,P20: Human Service Organizations,Human Services,Human Services - General
AHKJUZBN,Brooklyn Debate League,id,B80: Student Services and Organizations of Students,Education,Education - General
AHZGVELC,Baltimore Beat,id,"A33: Printing, Publishing",Arts & Culture,Arts & Culture - Media
ASGSDYYC,Acadiana Animal Aid,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AFLLTLFS,1A Najam Institute - DE,unclassified,,,
AKWZXHJB,Environmental Working Group,id,C60: Environmental Education,Environment,Environment - General
AHUPRTKM,HHA UK,unclassified,,,
APGRQUCQ,5Cities Homeless Coalition,id,P85,Human Services,"Human Services - Housing, Shelter"
YTIFLOKZ,Boys & Girls Clubs of Silicon Valley,id,"O20: Youth Centers, Boys and Girls Clubs",Human Services,Human Services - Sports & Youth Development
ALAWCVJC,Navy SEAL Foundation,id,A54,Arts & Culture,Arts & Culture - General
AKHRWSDE,Friends of Matènwa,unclassified,,,
AKEHHKZS,Moms in the Making,id,X20,Religion,Religion - Christian
APJEFPWV,Hope for Haiti Inc,id,Q123,International Affairs,International Affairs - General
AEJDMASG,Awaken,id,"L41: Homeless, Temporary Shelter",Human Services,"Human Services - Housing, Shelter"
AVQXZJWQ,HEAL Ministries,id,X20,Religion,Religion - Christian
ATWXTUZM,MGA Foundation,id,N6A: Golf,Human Services,Human Services - Sports & Youth Development
AJZJNVJH,Pacific Whale Foundation,id,"D30: Wildlife Preservation, Protection",Animal Welfare,Animal Welfare - General
AVDNLRGR,Hello Neighbor,id,"P84: Ethnic, Immigrant Centers and Services",Human Services,"Human Services - Housing, Shelter"
AFHDSCBY,Haitian Education & Leadership Program,id,Q33,International Affairs,International Affairs - General
AJDTWGBR,Safe House Project,id,S80: Community Service Clubs,Public and Society Benefit,Public & Society Benefit - General
AZNXKRCF,Mercy Ships New Zealand,id,Q33: International Relief,International Affairs,International Affairs - General
AZGFMTRZ,YFC West Sound,unclassified,,,
ANGSDXBM,Dayton Children's Hospital,id,"E24: Hospital, Specialty",Healthcare,Healthcare - Hospitals
AMZLBNTK,SPCA of the Triad,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AQLCJGDL,Children's Aid Foundation of Ottawa,unclassified,,,
ACFQZWHP,Nativity Prep Academy,id,,Education,K-12 Education
AASKPMGY,MAG US,unclassified,,,
AUDEFHNX,Don't Shoot Portland,id,"R00: Civil Rights, Social Action, Advocacy: General",Human Services,"Human Services - Civil Rights, Social Justice"
AMJYQSVP,Human Rights Foundation,id,Q70: International Human Rights,International Affairs,International Affairs - General
AKHCZTRG,Midwest Innocence Project,id,I80: Legal Services,Public and Society Benefit,"Public & Society Benefit - Crime, Legal"
AVRLZBWD,Association for Growth and Education,id,P20: Human Service Organizations,Human Services,Human Services - General
AGNRUNPE,Gain Peace,unclassified,,,
AZCNYZGP,264.education,id,B03: Education Professional Societies and Associations,Education,Education - General
AWSEPTST,Canary Media,id,"A30: Media, Communications Organizations",Arts & Culture,Arts & Culture - Media
AQYHKMWK,Faces of Tomorrow,id,"Q00: International, Foreign Affairs, and National Security: General",International Affairs,International Affairs - General
AVVQMBDM,Forgotten Children Worldwide,id,P30: Childrens and Youth Services,Human Services,Human Services - General
AGSMAGDV,Mobile Baykeeper,id,C013,Environment,Environment - General
AXKDHKZX,National Sports Center for the Disabled (NSCD),unclassified,,,
AZSDQMTX,Stone House,id,A82Z,,
AHVUNYYF,The Ocean Foundation,id,"C32: Water Resource, Wetlands Conservation and Management",Environment,Environment - General
AHWYSJEK,Country Needs People,unclassified,,,
ARFHAJZH,The Healing Foundation,unclassified,,,
AHFDERQC,Letters to a Pre-Scientist,id,B90: Educational Services,Education,Education - General
AHXKVHQN,BCS Together,id,P20,Human Services,Human Services - General
APRVGMGB,Culinary Care,id,G90: Medical Disciplines,Healthcare,Healthcare - General
AWFLATWQ,UsAgainstAlzheimer's,id,G83: Alzheimers Disease,Healthcare,Healthcare - General
AVKATCEX,ChildFund NZ,id,Q33: International Relief,International Affairs,International Affairs - General
AGZYGZJM,Girls Inc. of Santa Fe,id,O40: Scouting Organizations,Human Services,Human Services - Sports & Youth Development
AHJURUHN,A Well-Fed World,id,"K00: Food, Agriculture, and Nutrition: General",Food & Nutrition,Food - General
AEGNQMQX,Selah Place Inc.,id,"L41: Homeless, Temporary Shelter",Human Services,"Human Services - Housing, Shelter"
YZHBRIMK,Parents Helping Parents,id,P40: Family Services,Human Services,Human Services - General
AMRKSAQJ,Big Life Canada,unclassified,,,
AFKBDLKS,"The Palapa Society of Todos Santos, A.C.",unclassified,,,
ASAQAHTD,Hospitals of Regina Foundation,unclassified,,,
APUYUMXT,Friends of Forman Christian College,id,B114,,
ATMZUUFC,New Roots Institute,id,K19,,
AVFWZGUV,"TED Foundation, Inc.",id,T20: Private Foundations,Public and Society Benefit,Public & Society Benefit - General
AZGMYRGK,BLOCS,id,B99,,
AAHMAUAA,Interval House of Ottawa,unclassified,,,
ANRNCURJ,Rebuilding Together Philadelphia,unclassified,,,
ADGCBJYR,Development and Relief Foundation,id,"M12: Public Safety, Disaster Preparedness and Relief Fund Raising and Fund Distribution",Human Services,Human Services - Public Safety
ARJFMBGD,Food Bank Of Central Louisiana,id,"K31: Food Banks, Food Pantries",Food & Nutrition,Food Banks
AZHEHVSE,Virunga Fund,unclassified,,,
ABGCYBHC,Hivos,unclassified,,,
ALBDCSFL,RAVEN,id,C20: Pollution Abatement and Control Services,Environment,Environment - General
AEUFJUQP,Ablaze Ministries,id,X20,Religion,Religion - Christian
AYGTKGVX,Hope Restored India,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
AWTNHXJX,Shalom Media Europe (Ireland),unclassified,,,
ADJMFJLY,Ottawa Network for Education,id,B12: Fundraising and/or Fund Distribution,Education,Education - General
ALPMQLYG,American Jesuits International,id,Q33,International Affairs,International Affairs - General
ACPHAQUT,Cathedral City Senior Center,id,P81: Senior Centers and Services,Human Services,"Human Services - Housing, Shelter"
ADYXKZEY,Furniture Bank,id,P00: Human Services: General,Human Services,Human Services - General
AMPPXRWQ,Justice and Mercy Legal Aid Center,id,N80,,
AVNXSDHX,Relief International,id,Q33: International Relief,International Affairs,International Affairs - General
ARWTZCVM,Cultiva International,id,C99,Environment,Environment - General
ALHTSRMR,CuriOdyssey,id,A560,Arts & Culture,Arts & Culture - General
ADPDHBPD,Remember Jerusalem,id,X20: Christian,Religion,Religion - Christian
ATGRPWXY,Camp Rainbow Gold,id,G30: Cancer,Healthcare,Healthcare - Cancer
AHVPEBVZ,Achieva,id,P82: Developmentally Disabled Centers and Services,Human Services,"Human Services - Housing, Shelter"
AJSYQBHH,Madelyn James,id,G30,Healthcare,Healthcare - Cancer
ARWKHMNH,The Bee Conservancy,id,,Environment,Environment - General
AQYDLYHC,Big Sur Land Trust,id,C34: Land Resources Conservation,Environment,Environment - General
APZFDZUQ,Catholic Charities Diocese of San Diego,id,P20: Human Service Organizations,Human Services,Human Services - General
AVSNWJYX,The Witness Foundation,id,"G50: Nerve, Muscle, and Bone Diseases",Healthcare,Healthcare - General
AULGLEDF,One Mind,id,H00: Medical Research: General,Healthcare,Healthcare - General
AYLSCQAJ,MGA Caddie Scholarship Fund,unclassified,,,
ARYSJGBM,"We the Protesters, Inc dba Campaign Zero",unclassified,,,
AZNLEPGP,SR3,unclassified,,,
ABWWFBLU,The Village for Families & Children,id,P400,,
AWVUWKVX,Journey's End Refugee Services,id,"P84: Ethnic, Immigrant Centers and Services",Human Services,"Human Services - Housing, Shelter"
LLKLSKYZ,One To World,id,Q220,International Affairs,International Affairs - General
AKUNPDWF,Sea Shepherd Nederland,unclassified,,,
AMKYKPPV,Fund Recovery,id,F22,Healthcare,"Healthcare - Mental Health, Abuse"
AXQYJBJH,All People Free,id,X20: Christian,Religion,Religion - Christian
AEZWWTHG,Aishel House,id,X00: Religion: General,Religion,Religion - General
AANQZWYD,Deidox,id,"A31: Film, Video",Arts & Culture,Arts & Culture - Media
APLMPMFF,Corporate Chaplains of America,id,X99Z,Religion,Religion - Christian
AHAQNSGH,ICNA Relief Canada,unclassified,,,
AMMXJXLL,Illumination Health + Home,id,P85,,
AMJSUMDV,Canadian Women's Foundation,unclassified,,,
AVJSYTXY,Restoration Atlanta,id,,Human Services,"Human Services - Housing, Shelter"
AJBREVHZ,Najam Institute Foundation Inc,id,X40: Islamic,Religion,Religion - Islamic
AHVYETXS,Violence Policy Center,id,I20: Crime Prevention,Public and Society Benefit,"Public & Society Benefit - Crime, Legal"
AJDHMJRL,Organization of Black Aerospace Professionals,id,"M03: Public Safety, Disaster Preparedness and Relief Professional Societies and Associations",Human Services,Human Services - Public Safety
ARFGXBWD,Children's Health Foundation,id,E70: Public Health Programs,Healthcare,Healthcare - General
AAEMUSEV,Cristo Rey Network,id,B12,Education,K-12 Education
AVLLRWMF,Amani Sasa,id,Q33,International Affairs,International Affairs - General
AKLMAVCN,Arizona Burn Foundation,id,E70: Public Health Programs,Healthcare,Healthcare - General
APGEGMJF,Working Dogs for Conservation,id,"D30: Wildlife Preservation, Protection",Animal Welfare,Animal Welfare - General
AWUQQHXJ,CorpsAfrica,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
ACRMSRGU,"Goodwill Industries International, Inc.",id,J30: Vocational Rehabilitation,Public and Society Benefit,"Public & Society Benefit - Employment, Job"
APUMQDDL,Pollinate Group,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
AKPDHNEG,Kentucky EMH Refuge for Women,unclassified,,,
AJTKMUFS,Habitat for Humanity Greater Toronto Area,unclassified,,,
