account_id,account_name_2025,account_name_2024,cohort_2025,in_2024_all_accounts,gpv_2024_usd,gpv_2025_usd,delta_2025_vs_2024_usd,yoy_2025_vs_2024_pct,account_tier_2025,religious_tier_2025,match_type,religious_match_reason
AFEACUFR,Zola Levitt Ministries,,new_2025,no,0.00,101424.00,101424.00,,Tier 3 ($20K–$50K),TIER 4,exact,Account Name: ministries; NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AXQYJBJH,All People Free,All People Free,legacy_2025,yes,83768.00,94601.00,10833.00,12.93,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AXFQBDLL,SWAT Ministries,,new_2025,no,0.00,93664.00,93664.00,,,TIER 5,exact,Account Name: ministries; NTEE Code (Map to Sub Sectors): religious
AKQHXSBQ,Combat Control Foundation,Combat Control Foundation,legacy_2025,yes,23937.00,90824.00,66887.00,279.43,Tier 5 ($5K–10K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
ADPDHBPD,Remember Jerusalem,Remember Jerusalem,legacy_2025,yes,85248.00,89823.00,4575.00,5.37,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
NLEYGRKF,African Enterprise,African Enterprise,legacy_2025,yes,74377.00,83784.00,9407.00,12.65,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AZGRVNCA,Hira Institute,Hira Institute,legacy_2025,yes,676051.00,82876.00,-593175.00,-87.74,,TIER 6,exact_multi_pick_max_volume_2,NTEE Code (Map to Sub Sectors): islam; NTEE Code (Map to Sub Sectors): islamic; Non-Profit Sector: religion; Non-Profit Sub-Sector: islam; Non-Profit Sub-Sector: islamic; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: islam; FRU - Subsector: islamic; NTEE code family: X (religion related/spiritual development)
AYUFNHSW,The Mission Co,The Mission Co,legacy_2025,yes,77325.00,81725.00,4400.00,5.69,Tier 6 (<$5K),TIER 6,exact,Account Name: mission; NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
ACGEKDSP,Chabad Intown,Chabad Intown,legacy_2025,yes,63740.00,80864.00,17124.00,26.87,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): jewish; Non-Profit Sector: religion; Non-Profit Sub-Sector: jewish; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: jewish; NTEE code family: X (religion related/spiritual development)
ARBEPDMR,Darul Wahi,Darul Wahi,legacy_2025,yes,10672.00,80140.00,69468.00,650.94,,-,exact,NTEE Code (Map to Sub Sectors): islam; NTEE Code (Map to Sub Sectors): islamic; Non-Profit Sector: religion; Non-Profit Sub-Sector: islam; Non-Profit Sub-Sector: islamic; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: islam; FRU - Subsector: islamic; NTEE code family: X (religion related/spiritual development)
ADUCWTRC,Boise Bible College,Boise Bible College,legacy_2025,yes,101453.00,79668.00,-21785.00,-21.47,Tier 6 (<$5K),TIER 6,exact,Account Name: bible
AQPHLFKT,Puertas De Amor,,new_2025,no,0.00,78632.00,78632.00,,,TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AWCPNRWM,Living Faith Discipleship Ministries,Living Faith Discipleship Ministries,legacy_2025,yes,37577.00,74187.00,36610.00,97.43,Tier 6 (<$5K),TIER 6,exact,Account Name: faith; Account Name: ministries
ACBCDKXP,Sisters of St. Joseph of Orange,Sisters of St. Joseph of Orange,legacy_2025,yes,44232.00,70697.00,26465.00,59.83,,TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AADYNDUM,MyCentre,MyCentre,legacy_2025,yes,23149.00,66426.00,43277.00,186.95,,TIER 5,exact,NTEE Code (Map to Sub Sectors): religious
AUEPKQJK,The Christian Chronicle,,new_2025,no,0.00,64087.00,64087.00,,Tier 5 ($5K–10K),TIER 6,exact,Account Name: christian; Account Name: christ; NTEE Code (Map to Sub Sectors): religious; Non-Profit Sector: religion; Non-Profit Sub-Sector: religion; FRU - Sector: religion; FRU - Subsector: religion; NTEE code family: X (religion related/spiritual development)
AXTXRWNU,Not My Will Ministries,Not My Will Ministries,legacy_2025,yes,57533.00,63080.00,5547.00,9.64,Tier 6 (<$5K),TIER 6,exact,Account Name: ministries; NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
ASAKEVHG,Solid Rock Mission,Solid Rock Mission,legacy_2025,yes,39903.00,61257.00,21354.00,53.51,,TIER 6,exact,Account Name: mission; NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AWKECUHQ,Trinity Christian Academy of Jacksonville,Trinity Christian Academy of Jacksonville,legacy_2025,yes,74562.00,61018.00,-13544.00,-18.16,Tier 6 (<$5K),TIER 6,exact,Account Name: christian; Account Name: christ
AXJKPDJF,Compassion to Action,,new_2025,no,0.00,59541.00,59541.00,,,TIER 6,exact,Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ
ARQPRYRZ,Maui Rescue Mission,Maui Rescue Mission,legacy_2025,yes,34124.00,59209.00,25085.00,73.51,Tier 5 ($5K–10K),TIER 6,exact,Account Name: mission
AZJQPEPX,Women's Audio Mission,Women's Audio Mission,legacy_2025,yes,48356.00,59078.00,10722.00,22.17,Tier 6 (<$5K),TIER 6,exact,Account Name: mission
ALXRWGQK,Kingdom Causes Inc,"Kingdom Causes, Inc.",legacy_2025,yes,40991.00,56539.00,15548.00,37.93,Tier 6 (<$5K),TIER 6,normalized,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AWYQKXEL,YEHUDI,YEHUDI,legacy_2025,yes,79120.00,55867.00,-23253.00,-29.39,Tier 2 ($50K–$100K),TIER 6,exact,NTEE Code (Map to Sub Sectors): jewish; Non-Profit Sector: religion; Non-Profit Sub-Sector: jewish; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: jewish; NTEE code family: X (religion related/spiritual development)
ASFTLSLH,BW Foundation,BW Foundation,legacy_2025,yes,68901.00,55832.00,-13069.00,-18.97,Tier 6 (<$5K),TIER 6,exact,Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ
AXFLUQTG,St. Mary's Springs Academy,St. Mary's Springs Academy,legacy_2025,yes,62419.00,53973.00,-8446.00,-13.53,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): religion; FRU - Sector: religion; FRU - Subsector: religion; NTEE code family: X (religion related/spiritual development)
AECFDSSY,Citychurch Outreach Ministry,,new_2025,no,0.00,53268.00,53268.00,,,TIER 5,exact,Account Name: ministry; Account Name: church
AVGJEEKE,Muslim Cultural Heritage Centre,Muslim Cultural Heritage Centre,legacy_2025,yes,38381.00,52760.00,14379.00,37.46,Tier 6 (<$5K),TIER 6,exact,Non-Profit Sector: religion; Non-Profit Sub-Sector: islam; Non-Profit Sub-Sector: islamic
AJQSYBUB,Meher Mount,Meher Mount,legacy_2025,yes,48292.00,52497.00,4205.00,8.71,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): buddhist; Non-Profit Sector: religion; Non-Profit Sub-Sector: religion; FRU - Sector: religion; FRU - Subsector: religion; NTEE code family: X (religion related/spiritual development)
AKFUZNJP,Islamic Society Of Vaughan,Islamic Society of Vaughan,legacy_2025,yes,65166.00,52287.00,-12879.00,-19.76,Tier 3 ($20K–$50K),TIER 6,normalized,Account Name: islam; Account Name: islamic; NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
ABFLNLJN,KHOL Jackson Hole Community Radio,KHOL - Jackson Hole Community Radio,legacy_2025,yes,49198.00,51799.00,2601.00,5.29,Tier 6 (<$5K),TIER 6,normalized,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AQMRWCGP,Faith Hope & Love Ministries,Faith Hope & Love Ministries,legacy_2025,yes,1751.00,51782.00,50031.00,2857.28,,TIER 6,exact,Account Name: faith; Account Name: ministries
AZAUZEBF,Kedma,Kedma,legacy_2025,yes,34028.00,51631.00,17603.00,51.73,,TIER 6,exact,NTEE Code (Map to Sub Sectors): jewish; Non-Profit Sector: religion; Non-Profit Sub-Sector: jewish; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: jewish; NTEE code family: X (religion related/spiritual development)
ATEWPURW,New Life Ranch,,new_2025,no,0.00,46634.00,46634.00,,Tier 4 ($10K–$20K),TIER 3,exact,NTEE Code (Map to Sub Sectors): religious
ARRUQQEB,St. Peter's Church,St. Peter's Church,legacy_2025,yes,3661.00,45713.00,42052.00,1148.65,,TIER 6,exact,Account Name: church
ALJSJNRV,Whole Word Institute (formerly 4.2.20 Foundation),Whole Word Institute (formerly 4.2.20 Foundation),legacy_2025,yes,57242.00,45481.00,-11761.00,-20.55,Tier 4 ($10K–$20K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AEFUZUSK,Divine Mother Center,,new_2025,no,0.00,44617.00,44617.00,,,TIER 6,exact,NTEE Code (Map to Sub Sectors): religion; Non-Profit Sector: religion; Non-Profit Sub-Sector: religion; FRU - Sector: religion; FRU - Subsector: religion; NTEE code family: X (religion related/spiritual development)
AYLZYUQS,Stadia,,new_2025,no,0.00,44561.00,44561.00,,,TIER 6,exact,Non-Profit Sector: religion; Non-Profit Sub-Sector: religion
ASCRWULH,Muslim Youth Helpline,Muslim Youth Helpline,legacy_2025,yes,30575.00,41212.00,10637.00,34.79,Tier 6 (<$5K),TIER 6,exact,Non-Profit Sector: religion; Non-Profit Sub-Sector: islam; Non-Profit Sub-Sector: islamic
AWVAAHGM,Friendship Circle International,Friendship Circle International,legacy_2025,yes,4088.00,38867.00,34779.00,850.76,Tier 4 ($10K–$20K),TIER 6,exact,NTEE Code (Map to Sub Sectors): jewish; Non-Profit Sector: religion; Non-Profit Sub-Sector: jewish; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: jewish; NTEE code family: X (religion related/spiritual development)
AURFEPWW,Voice of Hope,Voice of Hope,legacy_2025,yes,43902.00,38694.00,-5208.00,-11.86,Tier 5 ($5K–10K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AHTBWKAZ,Broome Street Ganesha Temple,Broome Street Ganesha Temple,legacy_2025,yes,47104.00,37700.00,-9404.00,-19.96,Tier 5 ($5K–10K),TIER 6,exact,Account Name: temple; NTEE Code (Map to Sub Sectors): religion; Non-Profit Sector: religion; Non-Profit Sub-Sector: religion; FRU - Sector: religion; FRU - Subsector: religion; NTEE code family: X (religion related/spiritual development)
AUEFHRQG,Journey U,Journey U,legacy_2025,yes,6481.00,31151.00,24670.00,380.65,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AJQGCNCT,Jen Miskov Ministries,Jen Miskov Ministries,legacy_2025,yes,25957.00,30974.00,5017.00,19.33,Tier 6 (<$5K),TIER 6,exact,Account Name: ministries; NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AHNKAKPN,Orthodox Volunteer Corps,,new_2025,no,0.00,30433.00,30433.00,,,TIER 6,exact,Account Name: orthodox
AFYLAAMD,Kingdom Come Ministries,,new_2025,no,0.00,30405.00,30405.00,,,TIER 6,exact,Account Name: ministries; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ
AMADUWJX,YWAM Fire and Fragrance Nashville,YWAM Fire and Fragrance Nashville,legacy_2025,yes,43055.00,29758.00,-13297.00,-30.88,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AFSZUFAA,Pastor Jeff Ministries,,new_2025,no,0.00,28635.00,28635.00,,,TIER 6,exact,Account Name: ministries; Account Name: pastor; NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AMMDEGSZ,Rhiza Coffee Co.,Rhiza Coffee Co.,legacy_2025,yes,25023.00,28254.00,3231.00,12.91,Tier 5 ($5K–10K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
ADFQQQGF,Renewal Ministries,Renewal Ministries,legacy_2025,yes,19991.00,27880.00,7889.00,39.46,Tier 4 ($10K–$20K),TIER 5,exact,Account Name: ministries; NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AEHPVRLQ,Leadership Ministries Worldwide,,new_2025,no,0.00,27611.00,27611.00,,Tier 6 (<$5K),TIER 6,exact,Account Name: ministries; NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AQQJZKUP,International Gospel Tellers,International Gospel Tellers,legacy_2025,yes,23550.00,26941.00,3391.00,14.40,Tier 6 (<$5K),TIER 6,exact,Account Name: gospel; NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AUAMQYMT,Dar Al-Farooq Center,Dar Al Farooq Center,legacy_2025,yes,17435.00,23836.00,6401.00,36.71,Tier 6 (<$5K),TIER 6,normalized,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AUWLGNXJ,Pacific Union College Church,,new_2025,no,0.00,23040.00,23040.00,,,TIER 6,exact,Account Name: church; Non-Profit Sector: religion
AJMZJNPL,World Methodist Evangelism,World Methodist Evangelism,legacy_2025,yes,13900.00,22996.00,9096.00,65.44,Tier 5 ($5K–10K),TIER 6,exact,Account Name: methodist; NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
ANYHDZLE,Jewish Institute for the Blind,,new_2025,no,0.00,22344.00,22344.00,,,TIER 6,exact,Account Name: jewish
AKHJRMPR,ESA Country Ministries,ESA Country Ministries,legacy_2025,yes,3753.00,21794.00,18041.00,480.71,Tier 6 (<$5K),TIER 6,exact,Account Name: ministries
ATXKYVPM,Cranky's Farm Animal Rescue Mission,Cranky's Farm Animal Rescue Mission,legacy_2025,yes,14308.00,21602.00,7294.00,50.98,Tier 5 ($5K–10K),TIER 6,exact,Account Name: mission
ARLLQHKM,Parish Collective,Parish Collective,legacy_2025,yes,21043.00,21182.00,139.00,0.66,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
ASJTXUUA,3HO Foundation International,3HO Foundation International,legacy_2025,yes,11624.00,20949.00,9325.00,80.22,Tier 5 ($5K–10K),TIER 6,exact,NTEE Code (Map to Sub Sectors): buddhist; Non-Profit Sector: religion; Non-Profit Sub-Sector: religion; FRU - Sector: religion; FRU - Subsector: religion; NTEE code family: X (religion related/spiritual development)
AAXXNHVV,Baptist University of the Americas,Baptist University of the Americas,legacy_2025,yes,35214.00,20850.00,-14364.00,-40.79,Tier 6 (<$5K),TIER 6,exact,Account Name: baptist
ARSTYTPU,Darul Arqam Institute Inc,Darul Arqam Institute Inc,legacy_2025,yes,9786.00,20148.00,10362.00,105.89,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): islam; NTEE Code (Map to Sub Sectors): islamic; Non-Profit Sector: religion; Non-Profit Sub-Sector: islam; Non-Profit Sub-Sector: islamic; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: islam; FRU - Subsector: islamic; NTEE code family: X (religion related/spiritual development)
AKUXBEMA,Miracle Valley Oasis Center,Miracle Valley Oasis Center,legacy_2025,yes,37667.00,18330.00,-19337.00,-51.34,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AEKLZBFX,Fairmount Christian Camp,Fairmount Christian Camp,legacy_2025,yes,28406.00,17211.00,-11195.00,-39.41,Tier 6 (<$5K),TIER 6,exact,Account Name: christian; Account Name: christ; NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AHJSYRWN,Timber Creek Retreat House,Timber Creek Retreat House,legacy_2025,yes,9857.00,16619.00,6762.00,68.60,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AXEUZLVC,Beyond Translation,Beyond Translation,legacy_2025,yes,5992.00,16286.00,10294.00,171.80,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AWTCQMRW,ZABS Place,ZABS Place,legacy_2025,yes,13516.00,15731.00,2215.00,16.39,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): religion; Non-Profit Sector: religion; Non-Profit Sub-Sector: religion; FRU - Sector: religion; FRU - Subsector: religion; NTEE code family: X (religion related/spiritual development)
ANJGXZBD,Najam Institute Foundation,Najam Institute Foundation,legacy_2025,yes,13582.00,15730.00,2148.00,15.82,,TIER 1,exact,NTEE Code (Map to Sub Sectors): islam; NTEE Code (Map to Sub Sectors): islamic; Non-Profit Sector: religion; Non-Profit Sub-Sector: islam; Non-Profit Sub-Sector: islamic; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: islam; FRU - Subsector: islamic; NTEE code family: X (religion related/spiritual development)
ATCFQDUJ,God TV Australia,God TV Australia,legacy_2025,yes,17553.00,15260.00,-2293.00,-13.06,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
ANTYTVVW,The GC Project,,new_2025,no,0.00,14372.00,14372.00,,,TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AUNTYEBS,Mission Salaam,,new_2025,no,0.00,14100.00,14100.00,,,TIER 6,exact,Account Name: mission
ARJZYMXA,BLAMELESS MINISTRIES INC.,,new_2025,no,0.00,13730.00,13730.00,,,TIER 6,exact,Account Name: ministries
AJSVVMVN,Catholify,Catholify,legacy_2025,yes,16133.00,13568.00,-2565.00,-15.90,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): religion; Non-Profit Sector: religion; Non-Profit Sub-Sector: religion; FRU - Sector: religion; FRU - Subsector: religion; NTEE code family: X (religion related/spiritual development)
ARVDAZKX,Swanberg Christian Ministries,Swanberg Christian Ministries,legacy_2025,yes,1842.00,13516.00,11674.00,633.77,,TIER 6,exact,Account Name: ministries; Account Name: christian; Account Name: christ
AWQSTRZY,Light Beyond Borders Inc.,,new_2025,no,0.00,11288.00,11288.00,,,TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AMWQQURY,Pray Oregon,Pray Oregon,legacy_2025,yes,5122.00,11210.00,6088.00,118.86,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
ACBWJDQR,Companions of Mary the Apostle Inc.,Companions of Mary the Apostle Inc.,legacy_2025,yes,15157.00,10683.00,-4474.00,-29.52,Tier 6 (<$5K),TIER 6,exact,NTEE Code (Map to Sub Sectors): christian; NTEE Code (Map to Sub Sectors): christ; Non-Profit Sector: religion; Non-Profit Sub-Sector: christian; Non-Profit Sub-Sector: christ; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: christian; FRU - Subsector: christ; NTEE code family: X (religion related/spiritual development)
AWHCHLNC,Lubavitch of Yardley,,new_2025,no,0.00,10548.00,10548.00,,,TIER 6,exact,NTEE Code (Map to Sub Sectors): jewish; Non-Profit Sector: religion; Non-Profit Sub-Sector: jewish; FRU - Sector: religion; FRU - Subsector: religion; FRU - Subsector: jewish; NTEE code family: X (religion related/spiritual development)
